date_Hr,value_Hr,startDate_energy,endDate_energy,totalTime_energy,value_energy,id_
2020-04-08 17:08:36,57.0,2020-04-08 17:10:51,2020-04-08 17:11:53,62.0,0.361,208
2020-04-08 19:31:45,53.0,2020-04-08 19:32:12,2020-04-08 19:33:14,62.0,0.645,209
2020-04-08 19:31:45,53.0,2020-04-08 19:33:14,2020-04-08 19:34:16,62.0,0.526,210
2020-04-08 19:34:20,59.0,2020-04-08 19:36:09,2020-04-08 19:37:11,62.0,0.703,211
2020-04-08 19:34:20,59.0,2020-04-08 19:37:32,2020-04-08 19:38:34,62.0,0.716,212
2020-04-08 19:45:22,59.0,2020-04-08 19:45:34,2020-04-08 19:46:36,62.0,2.093,213
2020-04-08 19:52:23,52.0,2020-04-08 19:51:56,2020-04-08 19:52:58,62.0,0.19,214
2020-04-08 19:54:14,52.0,2020-04-08 19:53:39,2020-04-08 19:54:41,62.0,0.243,215
2020-04-08 19:54:14,52.0,2020-04-08 19:55:53,2020-04-08 19:56:55,62.0,0.262,216
2020-04-08 19:54:14,52.0,2020-04-08 19:56:55,2020-04-08 19:57:57,62.0,0.363,217
2020-04-08 19:54:14,52.0,2020-04-08 19:59:50,2020-04-08 20:00:52,62.0,0.402,218
2020-04-08 20:05:12,53.0,2020-04-08 20:04:29,2020-04-08 20:05:31,62.0,0.212,219
2020-04-08 20:05:12,53.0,2020-04-08 20:08:26,2020-04-08 20:09:28,62.0,0.386,220
2020-04-08 20:10:19,55.0,2020-04-08 20:09:28,2020-04-08 20:10:30,62.0,0.35,221
2020-04-08 20:10:19,55.0,2020-04-08 20:10:30,2020-04-08 20:11:32,62.0,0.428,222
2020-04-08 20:10:19,55.0,2020-04-08 20:12:44,2020-04-08 20:13:46,62.0,2.095,223
2020-04-08 20:52:20,57.0,2020-04-08 20:57:53,2020-04-08 20:58:55,62.0,0.456,224
2020-04-08 20:52:20,57.0,2020-04-08 20:59:46,2020-04-08 21:00:48,62.0,0.966,225
2020-04-08 20:52:20,57.0,2020-04-08 21:00:48,2020-04-08 21:01:50,62.0,0.7909999999999999,226
